name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,country,rating_category,rating_with_category,movie_summary
Deadpool,2016,R,1h 48min,Comedy;,12 February 2016,8.0,876235,1440,https://www.imdb.com/title/tt1431045/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Deadpool (2016) - Rating: 8.0
Toy Story,1995,G,1h 21min,Comedy;,22 November 1995,8.3,858390,606,https://www.imdb.com/title/tt0114709/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),Toy Story (1995) - Rating: 8.3
"Monsters, Inc.",2001,G,1h 32min,Comedy;,2 November 2001,8.0,789914,681,https://www.imdb.com/title/tt0198781/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),"Monsters, Inc. (2001) - Rating: 8.0"
Snatch,2000,R,1h 42min,Comedy;,19 January 2001,8.3,761777,837,https://www.imdb.com/title/tt0208092/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),Snatch (2000) - Rating: 8.3
Toy Story 3,2010,G,1h 43min,Comedy;,18 June 2010,8.3,735087,884,https://www.imdb.com/title/tt0435761/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),Toy Story 3 (2010) - Rating: 8.3
The Intouchables,2011,R,1h 52min,Comedy;,13 July 2012,8.5,731286,622,https://www.imdb.com/title/tt1675434/reviews/_ajax?ref_=undefined&paginationKey=,India,High,8.5 (High),The Intouchables (2011) - Rating: 8.5
The Big Lebowski,1998,R,1h 57min,Comedy;,6 March 1998,8.1,706193,1225,https://www.imdb.com/title/tt0118715/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),The Big Lebowski (1998) - Rating: 8.1
The Hangover,2009,R,1h 40min,Comedy;,5 June 2009,7.7,702442,718,https://www.imdb.com/title/tt1119646/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),The Hangover (2009) - Rating: 7.7
Amélie,2001,R,2h 2min,Comedy; Romance;,8 February 2002,8.3,686825,1481,https://www.imdb.com/title/tt0211915/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),Amélie (2001) - Rating: 8.3
The Grand Budapest Hotel,2014,R,1h 39min,Comedy;,28 March 2014,8.1,682068,865,https://www.imdb.com/title/tt2278388/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),The Grand Budapest Hotel (2014) - Rating: 8.1
Silver Linings Playbook,2012,R,2h 2min,Comedy; Romance;,25 December 2012,7.7,648078,836,https://www.imdb.com/title/tt1045658/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Silver Linings Playbook (2012) - Rating: 7.7
Ratatouille,2007,G,1h 51min,Comedy;,29 June 2007,8.0,620481,741,https://www.imdb.com/title/tt0382932/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Ratatouille (2007) - Rating: 8.0
Life Is Beautiful,1997,PG-13,1h 56min,Comedy; Romance;,12 February 1999,8.6,600633,1318,https://www.imdb.com/title/tt0118799/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.6 (High),Life Is Beautiful (1997) - Rating: 8.6
Shrek,2001,PG,1h 30min,Comedy;,18 May 2001,7.8,596584,1063,https://www.imdb.com/title/tt0126029/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Shrek (2001) - Rating: 7.8
Inside Out,2015,PG,1h 35min,Comedy;,19 June 2015,8.1,587091,1027,https://www.imdb.com/title/tt2096673/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Inside Out (2015) - Rating: 8.1
Kingsman: The Secret Service,2014,R,2h 9min,Comedy;,13 February 2015,7.7,576034,936,https://www.imdb.com/title/tt2802144/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Kingsman: The Secret Service (2014) - Rating: 7.7
Groundhog Day,1993,PG,1h 41min,Comedy; Romance;,12 February 1993,8.0,566305,769,https://www.imdb.com/title/tt0107048/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Groundhog Day (1993) - Rating: 8.0
Birdman or (The Unexpected Virtue of Ignorance),2014,R,1h 59min,Comedy;,14 November 2014,7.7,561924,1379,https://www.imdb.com/title/tt2562232/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Birdman or (The Unexpected Virtue of Ignorance) (2014) - Rating: 7.7
Ted,2012,R,1h 46min,Comedy;,29 June 2012,6.9,559723,658,https://www.imdb.com/title/tt1637725/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Ted (2012) - Rating: 6.9
Thor: Ragnarok,2017,PG-13,2h 10min,Comedy;,3 November 2017,7.9,557789,1578,https://www.imdb.com/title/tt3501632/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Thor: Ragnarok (2017) - Rating: 7.9
Frozen,2013,PG,1h 42min,Comedy;,27 November 2013,7.4,557363,1110,https://www.imdb.com/title/tt2294629/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Frozen (2013) - Rating: 7.4
Ant-Man,2015,PG-13,1h 57min,Comedy;,17 July 2015,7.3,549225,718,https://www.imdb.com/title/tt0478970/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Ant-Man (2015) - Rating: 7.3
Guardians of the Galaxy Vol. 2,2017,PG-13,2h 16min,Comedy;,5 May 2017,7.6,544505,1044,https://www.imdb.com/title/tt3896198/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Guardians of the Galaxy Vol. 2 (2017) - Rating: 7.6
"Lock, Stock and Two Smoking Barrels",1998,R,1h 47min,Comedy;,28 August 1998,8.2,521113,582,https://www.imdb.com/title/tt0120735/reviews/_ajax?ref_=undefined&paginationKey=,UK,High,8.2 (High),"Lock, Stock and Two Smoking Barrels (1998) - Rating: 8.2"
Kick-Ass,2010,R,1h 57min,Comedy;,16 April 2010,7.6,515837,845,https://www.imdb.com/title/tt1250777/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Kick-Ass (2010) - Rating: 7.6
Toy Story 2,1999,G,1h 32min,Comedy;,24 November 1999,7.9,511333,611,https://www.imdb.com/title/tt0120363/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Toy Story 2 (1999) - Rating: 7.9
Superbad,2007,R,1h 53min,Comedy;,17 August 2007,7.6,508483,655,https://www.imdb.com/title/tt0829482/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Superbad (2007) - Rating: 7.6
Zombieland,2009,R,1h 28min,Comedy;,2 October 2009,7.6,507445,712,https://www.imdb.com/title/tt1156398/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Zombieland (2009) - Rating: 7.6
Men in Black,1997,PG-13,1h 38min,Comedy;,2 July 1997,7.3,504085,344,https://www.imdb.com/title/tt0119654/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Men in Black (1997) - Rating: 7.3
21 Jump Street,2012,R,1h 49min,Comedy;,16 March 2012,7.2,499686,401,https://www.imdb.com/title/tt1232829/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),21 Jump Street (2012) - Rating: 7.2
Shaun of the Dead,2004,R,1h 39min,Comedy;,24 September 2004,7.9,499316,971,https://www.imdb.com/title/tt0365748/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Shaun of the Dead (2004) - Rating: 7.9
Despicable Me,2010,PG,1h 35min,Comedy;,9 July 2010,7.6,488655,360,https://www.imdb.com/title/tt1323594/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Despicable Me (2010) - Rating: 7.6
Monty Python and the Holy Grail,1975,PG,1h 31min,Comedy;,6 December 1979,8.2,488567,774,https://www.imdb.com/title/tt0071853/reviews/_ajax?ref_=undefined&paginationKey=,India,High,8.2 (High),Monty Python and the Holy Grail (1975) - Rating: 8.2
Once Upon a Time... in Hollywood,2019,R,2h 41min,Comedy;,26 July 2019,7.7,488535,5064,https://www.imdb.com/title/tt7131622/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Once Upon a Time... in Hollywood (2019) - Rating: 7.7
La La Land,2016,PG-13,2h 8min,Comedy;,25 December 2016,8.0,483017,1774,https://www.imdb.com/title/tt3783958/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),La La Land (2016) - Rating: 8.0
Juno,2007,PG-13,1h 36min,Comedy;,25 December 2007,7.4,481757,925,https://www.imdb.com/title/tt0467406/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Juno (2007) - Rating: 7.4
American Psycho,2000,R,1h 41min,Comedy;,14 April 2000,7.6,468059,1258,https://www.imdb.com/title/tt0144084/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),American Psycho (2000) - Rating: 7.6
Back to the Future Part II,1989,PG,1h 48min,Comedy;,22 November 1989,7.8,462540,414,https://www.imdb.com/title/tt0096874/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Back to the Future Part II (1989) - Rating: 7.8
500 Days of Summer,2009,PG-13,1h 35min,Comedy; Romance;,7 August 2009,7.7,461834,601,https://www.imdb.com/title/tt1022603/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),500 Days of Summer (2009) - Rating: 7.7
"Crazy, Stupid, Love",2011,PG-13,1h 58min,Comedy; Romance;,29 July 2011,7.4,460023,370,https://www.imdb.com/title/tt1570728/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),"Crazy, Stupid, Love (2011) - Rating: 7.4"
Deadpool 2,2018,R,1h 59min,Comedy;,18 May 2018,7.7,455361,1310,https://www.imdb.com/title/tt5463162/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Deadpool 2 (2018) - Rating: 7.7
The Hangover Part II,2011,R,1h 42min,Comedy;,26 May 2011,6.4,453967,421,https://www.imdb.com/title/tt1411697/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),The Hangover Part II (2011) - Rating: 6.4
Hot Fuzz,2007,R,2h 1min,Comedy;,20 April 2007,7.8,450327,811,https://www.imdb.com/title/tt0425112/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Hot Fuzz (2007) - Rating: 7.8
Home Alone,1990,PG,1h 43min,Comedy;,16 November 1990,7.6,448866,422,https://www.imdb.com/title/tt0099785/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Home Alone (1990) - Rating: 7.6
Parasite,2019,R,2h 12min,Comedy;,8 November 2019,8.6,443010,2601,https://www.imdb.com/title/tt6751668/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.6 (High),Parasite (2019) - Rating: 8.6
Mr. & Mrs. Smith,2005,PG-13,2h,Comedy;,10 June 2005,6.5,439831,829,https://www.imdb.com/title/tt0356910/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Mr. & Mrs. Smith (2005) - Rating: 6.5
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,PG,1h 35min,Comedy;,29 January 1964,8.4,438092,933,https://www.imdb.com/title/tt0057012/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.4 (High),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964) - Rating: 8.4
Little Miss Sunshine,2006,R,1h 41min,Comedy;,18 August 2006,7.8,429216,950,https://www.imdb.com/title/tt0449059/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Little Miss Sunshine (2006) - Rating: 7.8
Ice Age,2002,PG,1h 21min,Comedy;,15 March 2002,7.5,428871,491,https://www.imdb.com/title/tt0268380/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Ice Age (2002) - Rating: 7.5
Zootopia,2016,PG,1h 48min,Comedy;,4 March 2016,8.0,417325,711,https://www.imdb.com/title/tt2948356/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Zootopia (2016) - Rating: 8.0
Horrible Bosses,2011,R,1h 38min,Comedy;,8 July 2011,6.9,413945,439,https://www.imdb.com/title/tt1499658/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Horrible Bosses (2011) - Rating: 6.9
Love Actually,2003,R,2h 15min,Comedy; Romance;,14 November 2003,7.6,413896,1136,https://www.imdb.com/title/tt0314331/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Love Actually (2003) - Rating: 7.6
Charlie and the Chocolate Factory,2005,PG,1h 55min,Comedy;,15 July 2005,6.6,413780,1436,https://www.imdb.com/title/tt0367594/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Charlie and the Chocolate Factory (2005) - Rating: 6.6
Shrek 2,2004,PG,1h 33min,Comedy;,19 May 2004,7.2,407590,542,https://www.imdb.com/title/tt0298148/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Shrek 2 (2004) - Rating: 7.2
Dead Poets Society,1989,PG,2h 8min,Comedy;,9 June 1989,8.1,407018,626,https://www.imdb.com/title/tt0097165/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Dead Poets Society (1989) - Rating: 8.1
"Three Billboards Outside Ebbing, Missouri",2017,R,1h 55min,Comedy;,1 December 2017,8.2,404557,1169,https://www.imdb.com/title/tt5027774/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),"Three Billboards Outside Ebbing, Missouri (2017) - Rating: 8.2"
Lost in Translation,2003,R,1h 42min,Comedy;,3 October 2003,7.7,399082,1974,https://www.imdb.com/title/tt0335266/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Lost in Translation (2003) - Rating: 7.7
Tangled,2010,PG,1h 40min,Comedy;,24 November 2010,7.7,393363,489,https://www.imdb.com/title/tt0398286/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Tangled (2010) - Rating: 7.7
The Terminal,2004,PG-13,2h 8min,Comedy; Romance;,18 June 2004,7.4,393039,702,https://www.imdb.com/title/tt0362227/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),The Terminal (2004) - Rating: 7.4
We're the Millers,2013,R,1h 50min,Comedy;,7 August 2013,7.0,392433,381,https://www.imdb.com/title/tt1723121/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),We're the Millers (2013) - Rating: 7.0
Back to the Future Part III,1990,PG,1h 58min,Comedy;,25 May 1990,7.4,389841,335,https://www.imdb.com/title/tt0099088/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Back to the Future Part III (1990) - Rating: 7.4
The 40-Year-Old Virgin,2005,R,1h 56min,Comedy; Romance;,19 August 2005,7.1,384072,587,https://www.imdb.com/title/tt0405422/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),The 40-Year-Old Virgin (2005) - Rating: 7.1
In Bruges,2008,R,1h 47min,Comedy;,29 February 2008,7.9,381466,628,https://www.imdb.com/title/tt0780536/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),In Bruges (2008) - Rating: 7.9
Midnight in Paris,2011,PG-13,1h 34min,Comedy; Romance;,10 June 2011,7.7,376680,609,https://www.imdb.com/title/tt1605783/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Midnight in Paris (2011) - Rating: 7.7
This Is the End,2013,R,1h 47min,Comedy;,12 June 2013,6.6,376448,760,https://www.imdb.com/title/tt1245492/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),This Is the End (2013) - Rating: 6.6
Tropic Thunder,2008,R,1h 47min,Comedy;,13 August 2008,7.0,369967,630,https://www.imdb.com/title/tt0942385/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Tropic Thunder (2008) - Rating: 7.0
Wreck-It Ralph,2012,PG,1h 41min,Comedy;,2 November 2012,7.7,369121,443,https://www.imdb.com/title/tt1772341/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Wreck-It Ralph (2012) - Rating: 7.7
American Pie,1999,R,1h 35min,Comedy;,9 July 1999,7.0,368148,807,https://www.imdb.com/title/tt0163651/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),American Pie (1999) - Rating: 7.0
Scott Pilgrim vs. the World,2010,PG-13,1h 52min,Comedy;,13 August 2010,7.5,364286,663,https://www.imdb.com/title/tt0446029/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Scott Pilgrim vs. the World (2010) - Rating: 7.5
Bruce Almighty,2003,PG-13,1h 41min,Comedy;,23 May 2003,6.8,363633,640,https://www.imdb.com/title/tt0315327/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Bruce Almighty (2003) - Rating: 6.8
Brave,2012,PG,1h 33min,Comedy;,22 June 2012,7.1,361984,515,https://www.imdb.com/title/tt1217209/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Brave (2012) - Rating: 7.1
Despicable Me 2,2013,PG,1h 38min,Comedy;,3 July 2013,7.3,361446,321,https://www.imdb.com/title/tt1690953/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Despicable Me 2 (2013) - Rating: 7.3
Aladdin,1992,G,1h 30min,Comedy;,25 November 1992,8.0,361080,330,https://www.imdb.com/title/tt0103639/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Aladdin (1992) - Rating: 8.0
The Devil Wears Prada,2006,PG-13,1h 49min,Comedy;,30 June 2006,6.9,359709,705,https://www.imdb.com/title/tt0458352/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),The Devil Wears Prada (2006) - Rating: 6.9
Monty Python's Life of Brian,1979,R,1h 34min,Comedy;,17 August 1979,8.1,356682,392,https://www.imdb.com/title/tt0079470/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Monty Python's Life of Brian (1979) - Rating: 8.1
Madagascar,2005,PG,1h 26min,Comedy;,27 May 2005,6.9,355425,420,https://www.imdb.com/title/tt0351283/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Madagascar (2005) - Rating: 6.9
Cars,2006,G,1h 57min,Comedy;,9 June 2006,7.1,355079,663,https://www.imdb.com/title/tt0317219/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Cars (2006) - Rating: 7.1
Easy A,2010,PG-13,1h 32min,Comedy; Romance;,17 September 2010,7.0,348230,339,https://www.imdb.com/title/tt1282140/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Easy A (2010) - Rating: 7.0
Dumb and Dumber,1994,PG-13,1h 47min,Comedy;,16 December 1994,7.3,345454,473,https://www.imdb.com/title/tt0109686/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Dumb and Dumber (1994) - Rating: 7.3
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,R,1h 24min,Comedy;,3 November 2006,7.3,345007,1247,https://www.imdb.com/title/tt0443453/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006) - Rating: 7.3
Ghostbusters,1984,PG,1h 45min,Comedy;,8 June 1984,7.8,344766,555,https://www.imdb.com/title/tt0087332/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Ghostbusters (1984) - Rating: 7.8
The Big Short,2015,R,2h 10min,Comedy;,23 December 2015,7.8,344748,536,https://www.imdb.com/title/tt1596363/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),The Big Short (2015) - Rating: 7.8
The Breakfast Club,1985,R,1h 37min,Comedy;,15 February 1985,7.9,344566,871,https://www.imdb.com/title/tt0088847/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),The Breakfast Club (1985) - Rating: 7.9
Knocked Up,2007,R,2h 9min,Comedy; Romance;,1 June 2007,6.9,343791,584,https://www.imdb.com/title/tt0478311/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Knocked Up (2007) - Rating: 6.9
Knives Out,2019,PG-13,2h 10min,Comedy;,27 November 2019,7.9,342300,2175,https://www.imdb.com/title/tt8946378/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Knives Out (2019) - Rating: 7.9
22 Jump Street,2014,R,1h 52min,Comedy;,13 June 2014,7.0,337286,355,https://www.imdb.com/title/tt2294449/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),22 Jump Street (2014) - Rating: 7.0
The Mask,1994,PG-13,1h 41min,Comedy;,29 July 1994,6.9,335546,278,https://www.imdb.com/title/tt0110475/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),The Mask (1994) - Rating: 6.9
Men in Black II,2002,PG-13,1h 28min,Comedy;,3 July 2002,6.2,335021,647,https://www.imdb.com/title/tt0120912/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Men in Black II (2002) - Rating: 6.2
Green Book,2018,PG-13,2h 10min,Comedy;,16 November 2018,8.2,332517,1453,https://www.imdb.com/title/tt6966692/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),Green Book (2018) - Rating: 8.2
Friends with Benefits,2011,R,1h 49min,Comedy; Romance;,22 July 2011,6.5,332366,238,https://www.imdb.com/title/tt1632708/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Friends with Benefits (2011) - Rating: 6.5
3 Idiots,2009,PG-13,2h 50min,Comedy;,25 December 2009,8.4,328127,622,https://www.imdb.com/title/tt1187043/reviews/_ajax?ref_=undefined&paginationKey=,India,High,8.4 (High),3 Idiots (2009) - Rating: 8.4
Yes Man,2008,PG-13,1h 44min,Comedy; Romance;,19 December 2008,6.8,327950,302,https://www.imdb.com/title/tt1068680/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Yes Man (2008) - Rating: 6.8
